Word,cgram,freqfilms2,islem,puorth
dèche,NOM,0.38,1,3
dèmes,NOM,0,0,0
débat,NOM,7.77,1,5
débat,VER,1.23,0,5
débit,NOM,1.1,1,5
début,NOM,109.88,1,5
décan,NOM,0.02,1,5
déchu,VER,0.51,0,5
déchu,ADJ,0.59,1,5
déché,VER,0,0,0
décor,NOM,6.01,1,5
décru,VER,0.02,0,0
décès,NOM,12.82,1,4
dédia,VER,0.11,0,0
dédie,VER,1.83,0,0
dédit,VER,0.02,0,5
dédit,NOM,0.04,1,5
dédié,VER,3.38,0,5
dédié,ADJ,0.27,1,5
défia,VER,0.04,0,0
défie,VER,5.36,0,0
défis,VER,0.02,0,0
défis,NOM,2.02,0,0
défit,VER,0.14,0,0
défié,VER,1.19,0,0
dégel,NOM,0.47,1,5
dégât,NOM,0.95,1,4
déité,NOM,0.02,1,4
délai,NOM,8.94,1,5
délia,VER,0.88,0,0
délie,VER,0.68,0,0
délit,NOM,11.35,1,5
délié,VER,0.14,0,5
délié,ADJ,0,1,5
délié,NOM,0.01,1,5
démet,VER,0.04,0,0
démis,VER,0.41,0,5
démis,ADJ,0.01,1,5
démit,VER,0.01,0,0
démon,NOM,39.71,1,5
dénia,VER,0,0,0
dénie,VER,0.32,0,0
dénis,NOM,0.07,0,0
dénié,VER,0.04,0,0
dénué,VER,1.16,0,5
dénué,ADJ,0.03,1,5
dépit,NOM,5.82,1,5
déplu,VER,1.23,0,0
dépôt,NOM,11.9,1,5
désir,NOM,31.59,1,5
dévia,VER,0,0,0
dévie,VER,0.52,0,0
dévié,VER,0.96,0,0
dévot,ADJ,0.37,1,5
dévot,NOM,0.48,1,5
dévêt,VER,0,0,0
déçue,VER,4.37,0,0
déçue,ADJ,1.79,0,0
déçue,NOM,0.31,0,0
déçus,VER,2.12,0,0
déçus,ADJ,0.96,0,0
déçus,NOM,0.19,0,0
déçut,VER,0.01,0,0
dîmes,VER,0,0,0
dîmes,NOM,0.01,0,0
dînai,VER,0,0,0
dîner,ADJ,0.01,1,5
dîner,NOM,84.73,1,5
dîner,VER,51.78,1,5
dînes,VER,1.42,0,0
dînez,VER,2.13,0,0
dînât,VER,0,0,0
dîtes,VER,10.24,0,0
dômes,NOM,0.12,0,0
dôngs,NOM,0.14,0,0
dûmes,VER,0.04,0,0
ecsta,ADV,0.01,1,5
effet,NOM,99.17,1,5
efrit,NOM,0,1,3
eider,NOM,0,1,4
elfes,NOM,1.87,0,0
elles,PRO:per,420.51,1,5
embua,VER,0,0,0
embue,VER,0.02,0,0
embus,NOM,0,0,0
embué,VER,0.01,0,5
embué,ADJ,0.17,1,5
empan,NOM,0.01,1,5
empli,ADJ,0,1,5
empli,VER,1.28,0,5
encas,NOM,0.4,1,5
encor,ADV,0.42,1,5
encre,NOM,6.49,1,5
encre,VER,0.01,0,5
encré,VER,0.01,0,0
enfer,NOM,86.02,1,5
enfin,ADV,265.83,1,5
enfla,VER,0.02,0,0
enfle,VER,0.56,0,0
enflé,VER,0.36,0,5
enflé,ADJ,0.87,1,5
enflé,NOM,0.06,1,5
enfui,VER,14.79,0,0
engin,NOM,9.41,1,5
enjeu,NOM,3.52,1,4
ennui,NOM,14.76,1,5
enter,VER,0.35,1,5
entra,VER,2.72,0,0
entre,PRE,372.72,1,5
entre,VER,84.08,0,5
entré,VER,36.9,0,0
envia,VER,0,0,0
envie,NOM,210.62,1,5
envie,VER,12.5,0,5
envié,VER,0.71,0,0
envoi,NOM,3.47,1,5
envol,NOM,2.48,1,5
ergol,NOM,0.01,1,5
ergot,NOM,0.04,1,5
errai,VER,0.04,0,0
errer,VER,2.44,1,5
erres,VER,0.23,0,0
errez,VER,0.1,0,0
errés,VER,0.01,0,0
esche,NOM,0,1,5
escot,NOM,0.14,1,5
espar,NOM,0,1,5
essai,NOM,20.31,1,5
essor,NOM,0.7,1,5
ester,NOM,0.25,1,5
ester,VER,0.01,1,5
estes,NOM,0,0,0
estoc,NOM,0.16,1,5
estom,NOM,0,1,5
euros,NOM,8.99,0,0
eusse,AUX,0.52,0,0
eusse,VER,0.26,0,0
eussé,AUX,0,0,0
eussé,VER,0,0,0
event,NOM,0.14,1,3
exact,ADJ,76.66,1,5
exams,NOM,1.01,0,0
exclu,ADJ,0.81,1,5
exclu,NOM,0.4,1,5
exclu,VER,3.21,0,5
excès,NOM,7.67,1,4
exeat,NOM,0.01,1,4
exige,VER,18.93,0,0
exigu,ADJ,0.38,1,5
exigé,VER,3.58,0,0
exila,VER,0.04,0,0
exile,VER,0.43,0,0
exils,NOM,0.14,0,0
exilé,VER,0.8,0,5
exilé,ADJ,0.45,1,5
exilé,NOM,0.88,1,5
exode,NOM,0.42,1,4
expie,VER,0.29,0,0
expié,VER,0.33,0,0
expos,NOM,0.51,0,0
extra,ADJ,6.78,1,5
extra,NOM,3.88,1,5
eûmes,AUX,0.14,0,0
eûmes,VER,0.14,0,0
eûtes,VER,0.01,0,0
fable,NOM,1.79,1,5
faces,NOM,0.98,0,0
facho,ADJ,0.2,1,4
facho,NOM,0.48,1,4
fadas,NOM,0.28,0,0
fader,VER,0.01,1,5
fades,ADJ,0.55,0,0
fades,NOM,0.02,0,0
fadée,ADJ,0,0,0
fadés,VER,0,0,0
faena,NOM,0,1,3
fagne,NOM,0,1,4
fagot,NOM,0.03,1,5
faims,NOM,0.55,0,0
faine,NOM,1.77,1,5
faire,VER,2735.96,1,5
faite,VER,0.14,0,0
faite,ADJ,0.01,0,0
faits,VER,21.98,0,0
faits,ADJ,3.07,0,0
faits,NOM,27.36,0,0
fakir,NOM,0.45,1,3
fallu,VER,23.82,0,0
falot,ADJ,0.02,1,4
falot,NOM,0.11,1,4
famée,ADJ,0.04,0,0
famés,ADJ,0.08,0,0
fanal,NOM,0.34,1,5
fanas,ADJ,0.06,0,0
fanas,NOM,0.18,0,0
faner,VER,0.89,1,5
fanes,NOM,0,0,0
fanes,VER,0.01,0,0
fanez,VER,0.02,0,0
fange,NOM,0.74,1,5
fanny,ADJ,1.06,1,4
fanon,NOM,0.03,1,4
fanti,NOM,0,1,5
fanée,VER,0.29,0,0
fanée,ADJ,0.4,0,0
fanés,VER,0.01,0,0
fanés,ADJ,0.14,0,0
faons,NOM,0.29,0,0
farad,NOM,0.75,1,5
farce,NOM,7.45,1,5
farce,VER,0.05,0,5
farci,ADJ,0.79,1,5
farci,VER,0.89,0,5
farde,VER,0,0,0
fards,NOM,0.25,0,0
fardé,VER,0,0,0
farsi,NOM,0.39,1,4
fasse,VER,93.83,0,0
faste,ADJ,0.53,1,5
faste,NOM,0.48,1,5
fatal,ADJ,5.37,1,5
fatma,NOM,0.14,1,4
fatum,NOM,0,1,5
faune,NOM,1.47,1,5
faute,NOM,163.19,1,5
faute,VER,0.28,0,5
fauté,VER,1.02,0,0
fauve,ADJ,0.23,1,5
fauve,NOM,1.26,1,5
faxer,VER,0.65,1,4
faxes,VER,0.27,0,0
faxez,VER,0.27,0,0
faxés,VER,0.05,0,0
fayot,ADJ,0.25,1,5
fayot,NOM,0.11,1,5
façon,NOM,212.6,1,5
faîte,NOM,56.42,1,5
feins,VER,0.81,0,0
feint,VER,1.67,0,5
feint,ADJ,0.02,1,5
femme,NOM,806.57,1,5
fende,VER,0.04,0,0
fends,VER,0.41,0,0
fendu,VER,1.77,0,5
fendu,ADJ,0.21,1,5
fenil,NOM,0.02,1,5
fente,NOM,3.61,1,5
ferai,VER,146.11,0,0
feras,VER,42.91,0,0
ferez,VER,27.63,0,0
feria,NOM,0.02,1,4
ferma,VER,0.59,0,0
ferme,ADJ,22.93,1,5
ferme,ADV,1.98,1,5
ferme,NOM,73.53,1,5
ferme,VER,79.68,0,5
fermi,NOM,0.01,1,5
fermé,VER,34.73,0,5
fermé,ADJ,7.61,1,5
ferra,VER,0.03,0,0
ferre,VER,0.03,0,0
ferro,NOM,0,1,5
ferry,NOM,1.98,1,5
ferré,VER,0.31,0,5
ferré,ADJ,0.04,1,5
ferté,NOM,0,1,5
fesse,NOM,1.81,1,5
fesse,VER,0.15,0,5
fessu,ADJ,0,1,5
fessé,VER,0.25,0,0
feula,VER,0,0,0
feule,VER,0,0,0
fiais,VER,0.23,0,0
fiait,VER,0.21,0,0
fiant,VER,0.28,0,0
fibre,NOM,2.67,1,5
fibré,ADJ,0,1,5
ficha,VER,0.01,0,0
fiche,NOM,7.45,1,5
fiche,VER,60.95,0,5
fichu,ADJ,17.34,1,5
fichu,NOM,0.79,1,5
fiché,VER,1.99,0,0
ficus,NOM,0.17,1,4
fiefs,NOM,0.16,0,0
field,NOM,0.47,1,5
fient,VER,0.18,0,0
fiera,VER,0.11,0,0
fiers,ADJ,12.36,0,0
fieux,NOM,0.02,1,5
fifis,NOM,0.02,0,0
fifre,NOM,0.07,1,5
fifty,NOM,0.05,1,5
figea,VER,0,0,0
figer,VER,1.16,1,4
figez,VER,0.05,0,0
figue,NOM,3.44,1,5
figée,VER,0.49,0,0
figée,ADJ,0.07,0,0
figés,VER,0.36,0,0
figés,ADJ,0.34,0,0
filai,VER,0,0,0
filer,VER,25.86,1,5
files,NOM,0.64,0,0
files,VER,4.95,0,0
filet,NOM,10.99,1,5
filez,VER,7.9,0,0
filin,NOM,0.25,1,5
fille,NOM,627.59,1,5
filma,VER,0.27,0,0
filme,VER,7.17,0,0
films,NOM,57.56,0,0
filmé,VER,7.96,0,0
filon,NOM,1.77,1,5
filou,NOM,1.79,1,5
filât,VER,0,0,0
filée,VER,0.36,0,0
filée,ADJ,0.04,0,0
filés,VER,0.34,0,0
filés,ADJ,0,0,0
filés,NOM,0,0,0
final,ADJ,9.73,1,5
final,NOM,3.74,1,5
fines,ADJ,2.35,0,0
fines,NOM,0.04,0,0
finet,ADJ,0,1,5
finie,ADJ,3.32,0,0
finie,VER,26.99,0,0
finir,VER,96.48,1,5
finis,ADJ,3.07,0,0
finis,VER,21.82,0,0
finit,VER,29.97,0,0
finît,VER,0,0,0
fiole,NOM,1.5,1,4
fions,VER,0.25,0,0
fions,NOM,0.02,0,0
fiord,NOM,0,1,5
fioul,NOM,0.06,1,4
firme,NOM,4.07,1,5
fissa,ADV,1.84,1,5
fisse,VER,0.54,0,0
fixai,VER,0.1,0,0
fixer,VER,7.04,1,5
fixes,ADJ,1.29,0,0
fixes,VER,1.77,0,0
fixez,VER,1.98,0,0
fixât,VER,0,0,0
fixée,VER,2.47,0,0
fixée,ADJ,0.86,0,0
fixés,VER,1.84,0,0
fixés,ADJ,0.27,0,0
fière,ADJ,19.68,0,0
fjord,NOM,0.96,1,2
flair,NOM,2.32,1,5
flanc,NOM,4.01,1,5
flans,NOM,0.05,0,0
flapi,ADJ,0.05,1,4
flash,NOM,7.78,1,5
flask,NOM,0.01,1,5
flats,ADJ,0.58,0,0
flats,NOM,0.03,0,0
flave,ADJ,0,1,5
fleur,NOM,25.2,1,5
flics,NOM,85.97,0,0
flint,NOM,0,1,5
flips,NOM,0.05,0,0
flirt,NOM,1.98,1,5
flood,ADJ,0.33,1,4
flood,NOM,0.04,1,4
flops,NOM,0.08,0,0
flore,NOM,0.7,1,5
flots,NOM,5.62,0,0
floue,ADJ,2.25,0,0
floue,VER,0.02,0,0
flous,ADJ,0.27,0,0
flous,NOM,0.02,0,0
floué,VER,0.39,0,0
fluet,ADJ,0.23,1,5
fluor,NOM,0.12,1,5
flush,NOM,1.17,1,4
fluxe,VER,0.01,0,0
flâna,VER,0,0,0
flâne,NOM,0,1,5
flâne,VER,0.19,0,5
flâné,VER,0.03,0,0
fléau,NOM,4.47,1,4
flûta,VER,0,0,0
flûte,NOM,9.11,1,5
flûté,ADJ,0,1,5
focal,ADJ,0.25,1,5
foehn,NOM,0.04,1,4
foies,NOM,1.21,0,0
foins,NOM,0.67,0,0
foira,VER,0,0,0
foire,NOM,11.11,1,5
foire,VER,2.31,0,5
foiré,VER,6.96,0,0
folie,NOM,49.01,1,5
folio,NOM,0.02,1,5
folks,NOM,0.42,0,0
folle,ADJ,84.38,0,0
folle,NOM,18.74,0,0
fonce,VER,16.31,0,0
foncé,VER,3.4,0,5
foncé,ADJ,2.48,1,5
fonda,VER,0.22,0,0
fonde,VER,2.23,0,0
fonds,VER,1.81,0,5
fonds,NOM,15.1,1,5
fondu,VER,3.42,0,5
fondu,ADJ,1.61,1,5
fondu,NOM,0.64,1,5
fondé,VER,4.09,0,5
fondé,ADJ,0.46,1,5
fonte,NOM,0.74,1,5
fonts,NOM,0.1,1,5
fonça,VER,0.17,0,0
force,ADJ:ind,1.41,1,5
force,NOM,108.29,1,5
force,VER,12.05,0,5
forci,VER,0.02,0,0
forcé,VER,16.33,0,5
forcé,ADJ,2.36,1,5
forer,VER,0.8,1,5
foret,NOM,1.16,1,5
forez,VER,0.03,0,0
forge,NOM,1.51,1,5
forge,VER,1.78,0,5
forgé,VER,1.55,0,0
forma,VER,0.16,0,0
forme,NOM,82.61,1,5
forme,VER,6.59,0,5
formé,VER,5.5,0,5
formé,ADJ,0.52,1,5
forte,ADJ,42.42,0,5
forte,ADV,0.3,1,5
forts,ADJ,17,0,0
forts,NOM,2.11,0,0
forum,NOM,1.14,1,4
força,VER,0.34,0,0
forée,VER,0.01,0,0
forés,VER,0.14,0,0
forêt,NOM,29.57,1,4
fosse,NOM,6.64,1,5
fossé,NOM,4.1,1,5
fouet,NOM,7.92,1,5
fouge,VER,0.1,0,0
fouie,VER,0.01,0,0
fouir,VER,0,1,5
fouit,VER,0.01,0,0
foula,VER,0.04,0,0
foule,NOM,25.95,1,5
foule,VER,0.18,0,5
foulé,VER,1.11,0,0
fours,NOM,1.48,0,0
fouta,NOM,0.01,1,5
foute,VER,3.35,0,0
foutu,VER,41.96,0,5
foutu,ADJ,16.28,1,5
foyer,ADJ,1.31,1,4
foyer,NOM,25.57,1,4
foëne,NOM,0,1,3
fracs,NOM,0.12,0,0
fraie,VER,0.08,0,0
frais,ADJ,27.41,1,5
frais,ADV,0.33,1,5
frais,NOM,26.16,1,5
franc,ADJ,12.84,1,5
franc,ADV,0.16,1,5
franc,NOM,1.21,1,5
fraya,VER,0.01,0,0
fraye,VER,0.29,0,0
frayé,VER,0.27,0,0
freak,NOM,0.16,1,4
frein,NOM,4.87,1,5
frets,NOM,0.01,0,0
freux,NOM,0.02,1,5
frics,NOM,0.02,0,0
frigo,NOM,19.07,1,5
frima,VER,0,0,0
frime,NOM,0.79,1,5
frime,VER,1.37,0,5
frimé,VER,0.08,0,0
fripa,VER,0,0,0
fripe,NOM,0.22,1,5
fripe,VER,0.01,0,5
fripé,VER,0.06,0,5
fripé,ADJ,0.33,1,5
frire,VER,2.26,1,4
frisa,VER,0,0,0
frise,NOM,0.23,1,5
frise,VER,0.8,0,5
frisé,VER,0.48,0,5
frisé,ADJ,1.56,1,5
frite,ADJ,0.51,1,5
frite,NOM,0.66,1,5
frits,VER,1.32,0,0
fritz,NOM,1.72,1,5
frocs,NOM,0.31,0,0
froid,ADJ,98.43,1,5
froid,NOM,28.73,1,5
front,NOM,38.81,1,5
fruit,NOM,15.99,1,5
frère,NOM,311.45,1,3
frète,VER,0,0,0
frémi,VER,0.43,0,0
fréon,NOM,0.21,1,4
fréta,VER,0,0,0
frété,VER,0,0,0
frêle,ADJ,1,1,4
frêne,NOM,1.71,1,4
frôla,VER,0.03,0,0
frôle,VER,0.88,0,0
frôlé,VER,1.8,0,0
fugue,NOM,3.61,1,5
fugue,VER,0.26,0,5
fugué,VER,1.72,0,5
fuies,VER,0.21,0,0
fuira,VER,0.2,0,0
fuite,NOM,26.02,1,5
fulls,NOM,0.01,0,0
fumai,VER,0,0,0
fumer,VER,35.91,1,5
fumes,VER,9.68,0,0
fumet,NOM,0.24,1,5
fumez,VER,5.75,0,0
fumât,VER,0,0,0
fumée,VER,0.28,0,5
fumée,ADJ,0.93,0,5
fumée,NOM,19.91,1,5
fumés,VER,0.23,0,0
fumés,ADJ,0.06,0,0
funky,ADJ,1.51,1,5
furax,ADJ,4.51,1,4
furet,NOM,0.69,1,5
furia,NOM,0.02,1,5
furie,NOM,2.05,1,5
fuser,VER,0.34,1,5
fusil,NOM,36.52,1,5
fusse,AUX,0.02,0,0
fusse,VER,0.03,0,0
fusée,VER,0.09,0,4
fusée,NOM,6,1,4
futal,NOM,0.68,1,5
futon,NOM,0.28,1,4
futur,ADJ,9.41,1,5
futur,NOM,25.73,1,5
futée,ADJ,1.74,0,0
futée,NOM,0.64,0,0
futés,ADJ,0.97,0,0
futés,NOM,0.32,0,0
fuyez,VER,4.78,0,0
fâcha,VER,0.04,0,0
fâche,VER,11.69,0,0
fâché,VER,12.81,0,5
fâché,ADJ,7.1,1,5
fèces,NOM,0.32,1,3
fèves,NOM,0.68,0,0
féaux,ADJ,0,0,0
fécal,ADJ,0.05,1,5
félin,ADJ,0.08,1,5
félin,NOM,0.26,1,5
félon,ADJ,0.05,1,5
félon,NOM,0.33,1,5
fémur,NOM,1.42,1,4
féras,NOM,0,0,0
féria,NOM,0.8,1,5
férir,VER,0.04,1,5
férié,ADJ,0.52,1,5
férue,ADJ,0.03,0,0
férus,ADJ,0.05,0,0
fétus,NOM,0.03,0,0
fêler,VER,0.14,1,5
fêles,VER,0,0,0
fêlée,VER,0.5,0,0
fêlée,ADJ,0.09,0,0
fêlée,NOM,0.05,0,0
fêlés,VER,0.11,0,0
fêlés,ADJ,0.04,0,0
fêlés,NOM,0.36,0,0
fêter,VER,20.03,1,5
fêtes,NOM,17.94,0,0
fêtes,VER,0.75,0,0
fêtez,VER,1.02,0,0
fêtée,VER,0.22,0,0
fêtés,VER,0.13,0,0
fîmes,VER,0.29,0,0
fîtes,VER,0.38,0,0
fûmes,AUX,0.72,0,0
fûmes,VER,0.35,0,0
fûtes,AUX,0.14,0,0
fûtes,VER,0.22,0,0
gable,NOM,0.01,1,4
gadin,NOM,0.12,1,4
gadjo,NOM,0.54,1,4
gaffa,VER,0,0,0
gaffe,NOM,33.92,1,5
gaffe,VER,4.62,0,5
gaffé,VER,0.35,0,0
gagas,ADJ,0.02,0,0
gagas,NOM,0.01,0,0
gager,VER,0.34,1,5
gages,NOM,6.06,0,0
gages,VER,0.16,0,0
gagez,VER,0.02,0,0
gagna,VER,0.78,0,0
gagne,VER,53.39,0,0
gagné,VER,89.92,0,5
gagné,ADJ,5.34,1,5
gagée,VER,0.02,0,0
gaies,ADJ,0.88,0,0
gaine,NOM,1.16,1,5
gains,NOM,3.02,0,0
gainé,VER,0,0,5
galas,NOM,0.59,0,0
galbe,NOM,0.05,1,5
galbé,VER,0,0,5
galbé,ADJ,0,1,5
gales,NOM,0.03,0,0
galet,NOM,0.54,1,5
galle,NOM,0,1,5
gallo,ADJ,1.54,1,5
gallo,NOM,0.47,1,5
galon,NOM,0.89,1,5
galop,NOM,2.83,1,5
galée,NOM,0,1,5
gamay,NOM,0,1,5
gambe,NOM,0.34,1,5
gamin,ADJ,16.44,1,5
gamin,NOM,55.94,1,5
gamma,NOM,1.94,1,5
gamme,NOM,2.67,1,5
gangs,NOM,5.05,0,0
ganja,NOM,0.18,1,4
ganse,NOM,0.02,1,5
gansé,VER,0,0,0
gante,VER,0,0,0
gants,NOM,15.16,0,0
ganté,VER,0.02,0,5
ganté,ADJ,0.04,1,5
garce,NOM,20.25,1,5
garda,VER,0.4,0,0
garde,NOM,76.76,1,5
garde,VER,93.72,0,5
gardé,VER,24.98,0,5
gardé,ADJ,1.37,1,5
garer,VER,6.7,1,5
gares,NOM,1.87,0,0
gares,VER,0.69,0,0
garez,VER,2.48,0,0
garni,ADJ,0.26,1,5
garni,NOM,0.04,1,5
garni,VER,0.26,0,5
garno,NOM,0,1,5
garou,NOM,0.03,1,4
garée,VER,4.08,0,0
garés,VER,0.78,0,0
gatte,NOM,0.02,1,3
gaule,NOM,0.75,1,5
gaule,VER,0.01,0,5
gaulé,VER,0.2,0,0
gaupe,NOM,0,1,4
gauss,NOM,0.01,1,5
gavai,VER,0,0,0
gaver,VER,0.5,1,5
gaves,NOM,0,0,0
gaves,VER,0.11,0,0
gavez,VER,0.3,0,0
gavée,VER,0.43,0,0
gavés,VER,0.43,0,0
gayac,NOM,0,1,4
gazer,VER,0.68,1,5
gazes,NOM,0.11,0,0
gazez,VER,0.01,0,0
gazon,NOM,3.58,1,5
gazée,VER,0.01,0,0
gazée,ADJ,0.01,0,0
gazés,VER,0.75,0,0
gazés,ADJ,0.14,0,0
gazés,NOM,0.01,0,0
gaîté,NOM,0.55,1,4
geais,NOM,0.03,0,0
gecko,NOM,0.26,1,3
geins,VER,0.16,0,0
geint,VER,0.14,0,0
geler,VER,3.18,1,4
gelez,VER,0.19,0,0
gelât,VER,0,0,0
gelée,VER,3.61,0,5
gelée,NOM,3.92,1,5
gelés,VER,0.96,0,0
gelés,ADJ,0.77,0,0
gemme,NOM,0.12,1,5
genet,NOM,0.01,1,5
genou,NOM,11.43,1,5
genre,NOM,219.66,1,5
gente,ADJ,1.39,0,5
gente,ADJ,0.24,1,5
gents,NOM,0.09,0,0
genêt,NOM,0.23,1,5
gerba,VER,0.13,0,0
gerbe,NOM,1.69,1,5
gerbe,VER,0.39,0,5
gerbé,VER,0.82,0,0
gerce,VER,0.01,0,5
gercé,VER,0.01,0,0
germa,VER,0.02,0,0
germe,NOM,0.55,1,5
germe,VER,0.12,0,5
germé,VER,0.39,0,5
germé,ADJ,0.02,1,5
geste,NOM,31.41,1,5
geôle,NOM,0.09,1,5
gibet,NOM,1.09,1,5
gibus,NOM,0.01,1,4
gicla,VER,0,0,0
gicle,VER,1.69,0,0
giclé,VER,0.62,0,0
gifla,VER,0.11,0,0
gifle,NOM,3.6,1,5
gifle,VER,1.37,0,5
giflé,VER,1.63,0,0
gifts,NOM,0.02,0,0
gigas,ADJ,0.04,0,0
gigot,NOM,1.41,1,5
gigue,NOM,0.32,1,4
gilet,NOM,5.13,1,5
gipsy,NOM,0.03,1,3
girer,VER,0,1,5
gires,NOM,0,0,0
girie,NOM,0,1,4
girls,NOM,3.06,0,0
giron,NOM,0.39,1,5
gitan,ADJ,0.46,1,4
gitan,NOM,1.6,1,4
giton,NOM,1.23,1,4
givre,NOM,0.32,1,5
givré,VER,0.74,0,5
givré,ADJ,1,1,5
glace,NOM,58.09,1,5
glace,VER,1.4,0,5
glacé,VER,1.82,0,5
glacé,ADJ,5.28,1,5
glana,VER,0,0,0
gland,NOM,2.14,1,5
glane,NOM,0,1,5
glane,VER,0.25,0,5
glané,VER,0.09,0,0
glapi,VER,0,0,0
glass,NOM,1.05,1,5
glaça,VER,0.01,0,0
glide,NOM,0.07,1,4
globe,NOM,3.17,1,5
glose,NOM,0.01,1,5
glose,VER,0,0,5
glosé,VER,0,0,0
gluon,NOM,0.04,1,4
glèbe,NOM,0.51,1,4
glène,NOM,0,1,4
gnard,NOM,0,1,4
gnole,NOM,0.55,1,4
gnome,NOM,2.36,1,4
gnons,NOM,0.59,0,0
gnose,NOM,0,1,5
gnouf,NOM,0.41,1,5
gnous,NOM,0.03,0,0
gnôle,NOM,3.24,1,3
goals,NOM,0,0,0
gober,VER,2.5,1,5
gobes,VER,0.28,0,0
gobet,NOM,0,1,5
gobez,VER,0.31,0,0
gobée,VER,0,0,0
gobés,VER,0,0,0
goder,VER,0,1,5
godes,VER,0.36,0,0
godet,NOM,0.29,1,5
goglu,NOM,0.02,1,4
gogol,ADJ,0.29,1,5
gogos,NOM,0.35,0,0
goldo,NOM,0,1,5
golem,NOM,0.1,1,4
golfe,NOM,1.55,1,5
golfs,NOM,0.09,0,0
gombo,NOM,2,1,4
gomma,VER,0,0,0
gomme,NOM,3.21,1,5
gomme,VER,0.06,0,5
gommé,VER,0.19,0,5
gommé,ADJ,0.01,1,5
gonde,VER,0,0,0
gonds,NOM,0.87,0,0
gongs,NOM,0.06,0,0
gonze,NOM,0.06,1,5
gopak,NOM,0,1,4
goret,NOM,0.81,1,5
gorge,NOM,29.57,1,5
gorge,VER,0.55,0,5
gorgé,VER,0.19,0,5
gorgé,ADJ,0,1,5
gosse,NOM,62.92,1,5
gotha,NOM,0.04,1,5
goths,NOM,0.01,0,0
goton,NOM,0,1,4
gouda,NOM,0.03,1,5
gouet,NOM,0,1,4
gouge,NOM,0.01,1,5
goule,NOM,0.26,1,5
goulu,ADJ,0.02,1,5
goulu,NOM,0.01,1,5
goumi,NOM,0,1,5
goums,NOM,0.04,0,0
goura,NOM,0,1,5
gourd,ADJ,0,1,5
goure,VER,0.3,0,0
gours,NOM,0.01,0,0
gouré,VER,0.64,0,0
goûta,VER,0,0,0
goûte,VER,9.85,0,0
goûts,NOM,7.43,0,0
goûté,VER,7.01,0,0
graal,NOM,0.04,1,4
grade,NOM,5.78,1,5
gradé,ADJ,1.36,1,5
gradé,NOM,1.12,1,5
graff,NOM,0.05,1,5
grain,NOM,10.74,1,5
grana,NOM,0,1,5
grand,ADJ,338.27,1,5
grand,ADV,7.99,1,5
grand,NOM,68.73,1,5
grava,VER,0.04,0,0
grave,ADJ,134.19,1,5
grave,NOM,2.34,1,5
grave,VER,0.81,0,5
gravi,VER,0.44,0,0
gravé,VER,3.58,0,5
gravé,ADJ,0.35,1,5
grays,NOM,0.08,0,0
grecs,ADJ,1.37,0,0
grecs,NOM,4.58,0,0
green,NOM,1.04,1,4
grenu,ADJ,0.01,1,5
grené,VER,0,0,0
grevé,VER,0.01,0,0
grief,NOM,0.23,1,4
grill,NOM,1.66,1,5
grils,NOM,0.04,0,0
grima,VER,0.04,0,0
grimé,VER,0.13,0,0
griot,NOM,0.16,1,5
grisa,VER,0,0,0
grise,ADJ,7.25,0,0
grise,VER,0.7,0,0
grisé,VER,0.06,0,5
grisé,ADJ,0.14,1,5
grisé,NOM,0,1,5
grive,NOM,0.52,1,5
grogs,NOM,0.12,0,0
groin,NOM,0.32,1,4
grole,NOM,0.04,1,5
groom,NOM,1.02,1,4
group,NOM,7.41,1,5
gruau,NOM,0.69,1,4
grues,NOM,1.22,0,0
gruge,VER,0.04,0,0
grugé,VER,0.21,0,0
grume,NOM,0.01,1,5
gruta,VER,0,0,0
grute,VER,0,0,0
grâce,NOM,32.08,1,3
grâce,ONO,0.7,1,3
grâce,PRE,85.61,1,3
grèbe,NOM,0.02,1,4
grège,ADJ,0,1,5
grège,NOM,0,1,5
grène,VER,0,0,0
grève,VER,0.04,0,4
grève,NOM,14.54,1,4
gréco,ADV,0.15,1,5
gréer,VER,0.03,1,5
gréez,VER,0.01,0,0
gréée,VER,0.02,0,0
grêle,ADJ,0.53,1,5
grêle,NOM,1.05,1,5
grêle,VER,0.2,0,5
grêlé,VER,0.02,0,5
grêlé,ADJ,0.3,1,5
guano,NOM,0.23,1,5
guets,NOM,0,0,0
gueux,NOM,2.14,1,5
guida,VER,0.31,0,0
guide,NOM,14.69,1,5
guide,VER,5.92,0,5
guidé,VER,2.81,0,0
guise,NOM,6.26,1,5
guppy,NOM,0.55,1,3
gusse,NOM,0.14,1,4
gusto,ADV,0.88,1,5
guzla,NOM,0,1,3
guède,NOM,0.02,1,4
guère,ADV,17.02,1,4
guéri,ADJ,1.44,1,5
guéri,VER,9.04,0,5
guêpe,NOM,2.73,1,5
gypse,NOM,0.09,1,5
gyrus,NOM,0.01,1,4
gâcha,VER,0,0,0
gâche,NOM,0.34,1,5
gâche,VER,7.08,0,5
gâché,VER,14.1,0,0
gâter,VER,1.8,1,5
gâtes,VER,1.22,0,0
gâtez,VER,0.46,0,0
gâtât,VER,0,0,0
gâtée,VER,1.23,0,0
gâtée,ADJ,1.68,0,0
gâtés,VER,0.42,0,0
gâtés,ADJ,0.54,0,0
gèles,VER,0.26,0,0
gènes,NOM,3.9,0,0
géant,ADJ,8.6,1,3
géant,NOM,6.71,1,3
gémie,VER,0.01,0,0
gémir,VER,2.38,1,5
gémis,VER,0.93,0,0
